cell,block,fingerprint,cachedValue,dependencySheets,classificationReasons,formula,normalizedFormula
H14,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A14="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A14,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I14,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A14="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A14,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J14,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A14="""","""",IF(G14=""COMPRESSION"",H14,I14))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K14,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A14="""","""",IF(G14=""COMPRESSION"",F14/H14,IF(I14>0,ABS(F14)/I14,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L14,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A14="""","""",IF(G14=""COMPRESSION"",IF(K14<=1,""PASS"",""FAIL""),IF(I14<=0,""BLOCK"",IF(K14<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M14,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A14="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A14,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N14,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A14="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A14,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A15,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B8="""","""",SPRING_ASSIGNMENTS!B8)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B15,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A15="""","""",SPRING_ASSIGNMENTS!A8)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C15,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B15="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B15,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D15,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B15="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B15,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E15,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B15="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B15,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F15,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A15="""","""",IF($B$4=""compression-negative"",-E15,E15))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G15,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A15="""","""",IF(F15>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H15,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A15="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A15,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I15,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A15="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A15,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J15,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A15="""","""",IF(G15=""COMPRESSION"",H15,I15))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K15,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A15="""","""",IF(G15=""COMPRESSION"",F15/H15,IF(I15>0,ABS(F15)/I15,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L15,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A15="""","""",IF(G15=""COMPRESSION"",IF(K15<=1,""PASS"",""FAIL""),IF(I15<=0,""BLOCK"",IF(K15<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M15,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A15="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A15,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N15,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A15="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A15,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A16,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B9="""","""",SPRING_ASSIGNMENTS!B9)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B16,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A16="""","""",SPRING_ASSIGNMENTS!A9)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C16,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B16="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B16,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D16,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B16="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B16,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E16,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B16="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B16,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F16,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A16="""","""",IF($B$4=""compression-negative"",-E16,E16))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G16,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A16="""","""",IF(F16>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H16,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A16="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A16,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I16,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A16="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A16,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J16,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A16="""","""",IF(G16=""COMPRESSION"",H16,I16))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K16,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A16="""","""",IF(G16=""COMPRESSION"",F16/H16,IF(I16>0,ABS(F16)/I16,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L16,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A16="""","""",IF(G16=""COMPRESSION"",IF(K16<=1,""PASS"",""FAIL""),IF(I16<=0,""BLOCK"",IF(K16<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M16,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A16="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A16,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N16,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A16="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A16,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A17,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B10="""","""",SPRING_ASSIGNMENTS!B10)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B17,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A17="""","""",SPRING_ASSIGNMENTS!A10)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C17,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B17="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B17,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D17,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B17="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B17,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E17,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B17="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B17,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F17,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A17="""","""",IF($B$4=""compression-negative"",-E17,E17))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G17,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A17="""","""",IF(F17>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H17,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A17="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A17,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I17,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A17="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A17,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J17,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A17="""","""",IF(G17=""COMPRESSION"",H17,I17))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K17,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A17="""","""",IF(G17=""COMPRESSION"",F17/H17,IF(I17>0,ABS(F17)/I17,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L17,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A17="""","""",IF(G17=""COMPRESSION"",IF(K17<=1,""PASS"",""FAIL""),IF(I17<=0,""BLOCK"",IF(K17<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M17,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A17="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A17,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N17,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A17="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A17,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A18,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B11="""","""",SPRING_ASSIGNMENTS!B11)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B18,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A18="""","""",SPRING_ASSIGNMENTS!A11)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C18,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B18="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B18,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D18,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B18="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B18,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E18,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B18="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B18,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F18,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A18="""","""",IF($B$4=""compression-negative"",-E18,E18))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G18,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A18="""","""",IF(F18>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H18,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A18="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A18,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I18,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A18="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A18,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J18,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A18="""","""",IF(G18=""COMPRESSION"",H18,I18))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K18,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A18="""","""",IF(G18=""COMPRESSION"",F18/H18,IF(I18>0,ABS(F18)/I18,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L18,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A18="""","""",IF(G18=""COMPRESSION"",IF(K18<=1,""PASS"",""FAIL""),IF(I18<=0,""BLOCK"",IF(K18<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M18,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A18="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A18,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N18,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A18="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A18,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A19,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B12="""","""",SPRING_ASSIGNMENTS!B12)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B19,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A19="""","""",SPRING_ASSIGNMENTS!A12)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C19,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B19="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B19,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D19,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B19="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B19,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E19,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B19="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B19,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
F19,UNCLASSIFIED,936cac9a550fed60f943,,,,"IF($A19="""","""",IF($B$4=""compression-negative"",-E19,E19))","IF(RC1="""","""",IF(R4C2=""COMPRESSION-NEGATIVE"",-RC[-1],RC[-1]))"
G19,UNCLASSIFIED,78f81eaf9b5db2aed525,,,,"IF($A19="""","""",IF(F19>=0,""COMPRESSION"",""TENSION""))","IF(RC1="""","""",IF(RC[-1]>=0,""COMPRESSION"",""TENSION""))"
H19,JOIN,6990db21c36e8e4d3f5a,,PILE_POINTS,INDEX | MATCH,"IF($A19="""","""",INDEX(PILE_POINTS!$D$2:$D$100,MATCH($A19,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C4:R100C4,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
I19,JOIN,d3047106ad6537f6197c,,PILE_POINTS,INDEX | MATCH,"IF($A19="""","""",INDEX(PILE_POINTS!$E$2:$E$100,MATCH($A19,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C5:R100C5,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
J19,UNCLASSIFIED,d62ca1d498d29761e5d7,,,,"IF($A19="""","""",IF(G19=""COMPRESSION"",H19,I19))","IF(RC1="""","""",IF(RC[-3]=""COMPRESSION"",RC[-2],RC[-1]))"
K19,ACTION,dc65032a1ccf15c13650,,,ABS,"IF($A19="""","""",IF(G19=""COMPRESSION"",F19/H19,IF(I19>0,ABS(F19)/I19,NA())))","IF(RC1="""","""",IF(RC[-4]=""COMPRESSION"",RC[-5]/RC[-3],IF(RC[-2]>0,ABS(RC[-5])/RC[-2],NA())))"
L19,STATUS,140ce0b4c72278660359,,,"""BLOCK"" | ""FAIL"" | ""PASS""","IF($A19="""","""",IF(G19=""COMPRESSION"",IF(K19<=1,""PASS"",""FAIL""),IF(I19<=0,""BLOCK"",IF(K19<=1,""PASS"",""FAIL""))))","IF(RC1="""","""",IF(RC[-5]=""COMPRESSION"",IF(RC[-1]<=1,""PASS"",""FAIL""),IF(RC[-3]<=0,""BLOCK"",IF(RC[-1]<=1,""PASS"",""FAIL""))))"
M19,JOIN,359df7197ac13ee55762,,PILE_POINTS,INDEX | MATCH,"IF($A19="""","""",INDEX(PILE_POINTS!$F$2:$F$100,MATCH($A19,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C6:R100C6,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
N19,JOIN,016a6c2b2e13027efaca,,PILE_POINTS,INDEX | MATCH,"IF($A19="""","""",INDEX(PILE_POINTS!$G$2:$G$100,MATCH($A19,PILE_POINTS!$A$2:$A$100,0)))","IF(RC1="""","""",INDEX('PILE_POINTS'!R2C7:R100C7,MATCH(RC1,'PILE_POINTS'!R2C1:R100C1,0)))"
A20,UNCLASSIFIED,3458cdb72f8aa89671ec,,SPRING_ASSIGNMENTS,,"IF(SPRING_ASSIGNMENTS!B13="""","""",SPRING_ASSIGNMENTS!B13)","IF('SPRING_ASSIGNMENTS'!R[-7]C[+1]="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[+1])"
B20,UNCLASSIFIED,ab00340190f9c2966476,,SPRING_ASSIGNMENTS,,"IF($A20="""","""",SPRING_ASSIGNMENTS!A13)","IF(RC1="""","""",'SPRING_ASSIGNMENTS'!R[-7]C[-1])"
C20,JOIN,e811b46f854c157abcc9,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B20="""","""",INDEX(POINT_COORDINATES!$B$2:$B$100,MATCH($B20,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C2:R100C2,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
D20,JOIN,8fb2d508d5a330f9562f,,POINT_COORDINATES,INDEX | MATCH | RD,"IF($B20="""","""",INDEX(POINT_COORDINATES!$C$2:$C$100,MATCH($B20,POINT_COORDINATES!$A$2:$A$100,0)))","IF(RC2="""","""",INDEX('POINT_COORDINATES'!R2C3:R100C3,MATCH(RC2,'POINT_COORDINATES'!R2C1:R100C1,0)))"
E20,JOIN,619756a00b92a04a3ed4,,IMPORTED_NODAL,FS | SUMIFS,"IF($B20="""","""",SUMIFS(IMPORTED_NODAL!$E$2:$E$200,IMPORTED_NODAL!$A$2:$A$200,$B20,IMPORTED_NODAL!$B$2:$B$200,$B$3))","IF(RC2="""","""",SUMIFS('IMPORTED_NODAL'!R2C5:R200C5,'IMPORTED_NODAL'!R2C1:R200C1,RC2,'IMPORTED_NODAL'!R2C2:R200C2,R3C2))"
